row_id,station,year,date,block_start,gridmet_wind_original_m_s,gridmet_wind_stuck_m_s
4049,US-Bi2,2017,2017-07-16,2017-07-13,3.90000000,3.60000000
4050,US-Bi2,2017,2017-07-24,2017-07-20,4.10000000,4.30000000
4051,US-Bi2,2017,2017-08-01,2017-07-27,3.70000000,3.30000000
4052,US-Bi2,2017,2017-08-09,2017-08-03,4.70000000,2.60000000
4053,US-Bi2,2017,2017-08-17,2017-08-17,3.40000000,3.40000000
4054,US-Bi2,2017,2017-08-25,2017-08-24,3.10000000,3.70000000
4055,US-Bi2,2017,2017-09-02,2017-08-31,2.20000000,2.30000000
4056,US-Bi2,2017,2017-09-10,2017-09-07,2.30000000,3.40000000
4057,US-Bi2,2017,2017-09-18,2017-09-14,4.60000000,4.50000000
4058,US-Bi2,2017,2017-09-26,2017-09-21,2.90000000,4.10000000
4059,US-Bi2,2017,2017-10-04,2017-09-28,2.20000000,2.40000000
4060,US-Bi2,2017,2017-10-05,2017-10-05,2.30000000,2.30000000
4061,US-Bi2,2017,2017-10-12,2017-10-12,3.40000000,3.40000000
4062,US-Bi2,2017,2017-10-21,2017-10-19,2.50000000,3.30000000
4063,US-Bi2,2017,2017-10-28,2017-10-26,1.90000000,1.40000000
4064,US-Bi2,2017,2017-11-05,2017-11-02,2.50000000,2.50000000
4065,US-Bi2,2017,2017-11-06,2017-11-02,2.20000000,2.50000000
4066,US-Bi2,2017,2017-11-13,2017-11-09,1.50000000,1.90000000
4067,US-Bi2,2017,2017-11-29,2017-11-23,2.00000000,1.70000000
4068,US-Bi2,2017,2017-12-07,2017-12-07,1.60000000,1.60000000
4069,US-Bi2,2017,2017-12-08,2017-12-07,1.40000000,1.60000000
4070,US-Bi2,2018,2018-02-01,2018-02-01,1.70000000,1.70000000
4071,US-Bi2,2018,2018-02-09,2018-02-08,1.60000000,1.20000000
4072,US-Bi2,2018,2018-02-17,2018-02-15,0.90000000,3.10000000
4073,US-Bi2,2018,2018-02-25,2018-02-22,2.30000000,3.60000000
4074,US-Bi2,2018,2018-03-05,2018-03-01,1.80000000,6.20000000
4075,US-Bi2,2018,2018-03-29,2018-03-29,2.10000000,2.10000000
4076,US-Bi2,2018,2018-04-14,2018-04-12,2.10000000,3.90000000
4077,US-Bi2,2018,2018-04-15,2018-04-12,3.60000000,3.90000000
4078,US-Bi2,2018,2018-04-22,2018-04-19,2.50000000,3.20000000
4079,US-Bi2,2018,2018-05-01,2018-04-26,3.60000000,3.90000000
4080,US-Bi2,2018,2018-05-08,2018-05-03,3.80000000,2.90000000
4081,US-Bi2,2018,2018-05-17,2018-05-17,3.70000000,3.70000000
4082,US-Bi2,2018,2018-05-24,2018-05-24,4.00000000,4.00000000
4083,US-Bi2,2018,2018-06-01,2018-05-31,3.50000000,4.20000000
4084,US-Bi2,2018,2018-06-02,2018-05-31,2.80000000,4.20000000
4085,US-Bi2,2018,2018-06-18,2018-06-14,4.30000000,4.40000000
4086,US-Bi2,2018,2018-06-25,2018-06-21,4.20000000,3.60000000
4087,US-Bi2,2018,2018-07-03,2018-06-28,4.30000000,4.20000000
4088,US-Bi2,2018,2018-07-04,2018-06-28,4.00000000,4.20000000
4089,US-Bi2,2018,2018-07-11,2018-07-05,3.30000000,3.50000000
4090,US-Bi2,2018,2018-07-19,2018-07-19,4.20000000,4.20000000
4091,US-Bi2,2018,2018-07-20,2018-07-19,4.60000000,4.20000000
4092,US-Bi2,2018,2018-07-27,2018-07-26,4.70000000,5.00000000
4093,US-Bi2,2018,2018-08-04,2018-08-02,4.90000000,4.70000000
4094,US-Bi2,2018,2018-08-05,2018-08-02,4.10000000,4.70000000
4095,US-Bi2,2018,2018-08-12,2018-08-09,4.10000000,3.60000000
4096,US-Bi2,2018,2018-08-20,2018-08-16,3.40000000,4.10000000
4097,US-Bi2,2018,2018-08-21,2018-08-16,3.60000000,4.10000000
4098,US-Bi2,2018,2018-08-28,2018-08-23,3.20000000,3.40000000
4099,US-Bi2,2018,2018-09-05,2018-08-30,3.90000000,3.60000000
4100,US-Bi2,2018,2018-09-06,2018-09-06,3.40000000,3.40000000
4101,US-Bi2,2018,2018-09-13,2018-09-13,3.60000000,3.60000000
4102,US-Bi2,2018,2018-09-21,2018-09-20,3.20000000,2.70000000
4103,US-Bi2,2018,2018-09-22,2018-09-20,3.30000000,2.70000000
4104,US-Bi2,2018,2018-09-29,2018-09-27,3.30000000,2.60000000
4105,US-Bi2,2018,2018-10-07,2018-10-04,4.70000000,2.40000000
4106,US-Bi2,2018,2018-10-08,2018-10-04,2.80000000,2.40000000
4107,US-Bi2,2018,2018-10-15,2018-10-11,2.10000000,2.80000000
4108,US-Bi2,2018,2018-10-24,2018-10-18,2.20000000,1.60000000
4109,US-Bi2,2018,2018-10-31,2018-10-25,1.80000000,3.00000000
4110,US-Bi2,2018,2018-11-08,2018-11-08,2.90000000,2.90000000
4111,US-Bi2,2018,2018-11-09,2018-11-08,1.00000000,2.90000000
4112,US-Bi2,2018,2018-11-25,2018-11-22,1.00000000,3.70000000
4113,US-Bi2,2018,2018-12-02,2018-11-29,1.40000000,5.60000000
4114,US-Bi2,2018,2018-12-26,2018-12-20,1.70000000,1.40000000
4115,US-Bi2,2018,2018-12-27,2018-12-27,3.70000000,3.70000000
4116,US-Bi2,2019,2019-01-12,2019-01-12,1.40000000,1.40000000
4117,US-Bi2,2019,2019-03-08,2019-03-02,3.60000000,2.60000000
4118,US-Bi2,2019,2019-03-16,2019-03-16,1.00000000,1.00000000
4119,US-Bi2,2019,2019-03-17,2019-03-16,0.90000000,1.00000000
4120,US-Bi2,2019,2019-03-24,2019-03-23,1.40000000,1.80000000
4121,US-Bi2,2019,2019-04-09,2019-04-06,5.30000000,1.60000000
4122,US-Bi2,2019,2019-04-17,2019-04-13,2.30000000,1.50000000
4123,US-Bi2,2019,2019-04-18,2019-04-13,1.00000000,1.50000000
4124,US-Bi2,2019,2019-04-25,2019-04-20,2.80000000,4.50000000
4125,US-Bi2,2019,2019-05-03,2019-04-27,2.30000000,2.70000000
4126,US-Bi2,2019,2019-05-04,2019-05-04,2.60000000,2.60000000
4127,US-Bi2,2019,2019-05-11,2019-05-11,3.20000000,3.20000000
4128,US-Bi2,2019,2019-05-27,2019-05-25,1.90000000,3.60000000
4129,US-Bi2,2019,2019-06-04,2019-06-01,3.10000000,3.20000000
4130,US-Bi2,2019,2019-06-05,2019-06-01,4.10000000,3.20000000
4131,US-Bi2,2019,2019-06-12,2019-06-08,3.70000000,4.20000000
4132,US-Bi2,2019,2019-06-20,2019-06-15,3.80000000,3.90000000
4133,US-Bi2,2019,2019-06-21,2019-06-15,3.70000000,3.90000000
4134,US-Bi2,2019,2019-07-06,2019-07-06,3.90000000,3.90000000
4135,US-Bi2,2019,2019-07-07,2019-07-06,4.40000000,3.90000000
4136,US-Bi2,2019,2019-07-14,2019-07-13,4.50000000,4.10000000
4137,US-Bi2,2019,2019-07-22,2019-07-20,3.90000000,3.80000000
4138,US-Bi2,2019,2019-07-23,2019-07-20,4.00000000,3.80000000
4139,US-Bi2,2019,2019-07-30,2019-07-27,3.90000000,2.90000000
4140,US-Bi2,2019,2019-08-07,2019-08-03,4.20000000,3.80000000
4141,US-Bi2,2019,2019-08-08,2019-08-03,4.50000000,3.80000000
4142,US-Bi2,2019,2019-08-15,2019-08-10,3.60000000,4.30000000
4143,US-Bi2,2019,2019-08-23,2019-08-17,3.80000000,4.20000000
4144,US-Bi2,2019,2019-08-24,2019-08-24,3.70000000,3.70000000
4145,US-Bi2,2019,2019-08-31,2019-08-31,3.30000000,3.30000000
4146,US-Bi2,2019,2019-09-08,2019-09-07,4.00000000,4.10000000
4147,US-Bi2,2019,2019-09-09,2019-09-07,4.30000000,4.10000000
4148,US-Bi2,2019,2019-09-16,2019-09-14,4.20000000,3.30000000
4149,US-Bi2,2019,2019-09-24,2019-09-21,2.70000000,2.70000000
4150,US-Bi2,2019,2019-09-25,2019-09-21,2.40000000,2.70000000
4151,US-Bi2,2019,2019-10-02,2019-09-28,1.90000000,4.70000000
4152,US-Bi2,2019,2019-10-10,2019-10-05,2.90000000,2.40000000
4153,US-Bi2,2019,2019-10-11,2019-10-05,1.20000000,2.40000000
4154,US-Bi2,2019,2019-10-26,2019-10-26,1.90000000,1.90000000
4155,US-Bi2,2019,2019-10-27,2019-10-26,6.40000000,1.90000000
4156,US-Bi2,2019,2019-11-03,2019-11-02,0.80000000,0.80000000
4157,US-Bi2,2019,2019-11-11,2019-11-09,1.20000000,1.70000000
4158,US-Bi2,2019,2019-11-19,2019-11-16,4.60000000,1.70000000
4159,US-Bi2,2019,2019-12-14,2019-12-14,3.20000000,3.20000000
4160,US-Bi2,2019,2019-12-30,2019-12-28,2.00000000,0.90000000
4161,US-Bi2,2020,2020-01-06,2020-01-06,1.20000000,1.20000000
4162,US-Bi2,2020,2020-01-14,2020-01-13,2.50000000,1.80000000
4163,US-Bi2,2020,2020-01-31,2020-01-27,1.00000000,1.80000000
4164,US-Bi2,2020,2020-02-07,2020-02-03,0.90000000,4.10000000
4165,US-Bi2,2020,2020-02-16,2020-02-10,3.20000000,2.40000000
4166,US-Bi2,2020,2020-02-23,2020-02-17,3.00000000,3.30000000
4167,US-Bi2,2020,2020-03-02,2020-03-02,4.00000000,4.00000000
4168,US-Bi2,2020,2020-03-03,2020-03-02,1.50000000,4.00000000
4169,US-Bi2,2020,2020-03-10,2020-03-09,2.20000000,1.40000000
4170,US-Bi2,2020,2020-03-26,2020-03-23,2.50000000,3.40000000
4171,US-Bi2,2020,2020-04-03,2020-03-30,3.30000000,1.90000000
4172,US-Bi2,2020,2020-04-19,2020-04-13,3.00000000,2.90000000
4173,US-Bi2,2020,2020-04-27,2020-04-27,3.80000000,3.80000000
4174,US-Bi2,2020,2020-05-05,2020-05-04,3.70000000,3.20000000
4175,US-Bi2,2020,2020-05-06,2020-05-04,4.10000000,3.20000000
4176,US-Bi2,2020,2020-05-21,2020-05-18,3.40000000,3.60000000
4177,US-Bi2,2020,2020-05-22,2020-05-18,4.20000000,3.60000000
4178,US-Bi2,2020,2020-06-06,2020-06-01,5.90000000,2.10000000
4179,US-Bi2,2020,2020-06-14,2020-06-08,3.40000000,4.00000000
4180,US-Bi2,2020,2020-06-22,2020-06-22,3.50000000,3.50000000
4181,US-Bi2,2020,2020-06-23,2020-06-22,4.10000000,3.50000000
4182,US-Bi2,2020,2020-06-30,2020-06-29,3.10000000,4.10000000
4183,US-Bi2,2020,2020-07-08,2020-07-06,4.30000000,5.60000000
4184,US-Bi2,2020,2020-07-09,2020-07-06,4.50000000,5.60000000
4185,US-Bi2,2020,2020-07-16,2020-07-13,4.40000000,4.80000000
4186,US-Bkg,2004,2004-04-22,2004-04-22,3.50000000,3.50000000
4187,US-Bkg,2004,2004-04-30,2004-04-29,3.50000000,5.40000000
4188,US-Bkg,2004,2004-06-25,2004-06-24,4.20000000,4.00000000
4189,US-Bkg,2004,2004-08-04,2004-07-29,3.80000000,3.10000000
4190,US-Bkg,2004,2004-09-13,2004-09-09,7.20000000,6.80000000
4191,US-Bkg,2004,2004-09-29,2004-09-23,5.60000000,6.30000000
4192,US-Bkg,2004,2004-11-08,2004-11-04,5.30000000,5.90000000
4193,US-Bkg,2004,2004-11-24,2004-11-18,1.10000000,3.30000000
4194,US-Bkg,2004,2004-12-02,2004-12-02,4.10000000,4.10000000
4195,US-Bkg,2005,2005-02-04,2005-02-04,3.90000000,3.90000000
4196,US-Bkg,2005,2005-04-01,2005-04-01,4.30000000,4.30000000
4197,US-Bkg,2005,2005-04-09,2005-04-08,7.90000000,8.40000000
4198,US-Bkg,2005,2005-04-17,2005-04-15,5.70000000,2.60000000
4199,US-Bkg,2005,2005-05-03,2005-04-29,3.10000000,5.00000000
4200,US-Bkg,2005,2005-05-19,2005-05-13,4.00000000,4.60000000
4201,US-Bkg,2005,2005-07-06,2005-07-01,4.20000000,2.60000000
4202,US-Bkg,2005,2005-07-14,2005-07-08,4.10000000,5.10000000
4203,US-Bkg,2005,2005-08-07,2005-08-05,4.50000000,3.30000000
4204,US-Bkg,2005,2005-08-23,2005-08-19,5.90000000,3.00000000
4205,US-Bkg,2005,2005-08-31,2005-08-26,5.70000000,3.40000000
4206,US-Bkg,2005,2005-10-10,2005-10-07,3.10000000,3.70000000
4207,US-Bkg,2005,2005-10-18,2005-10-14,4.70000000,4.70000000
4208,US-Bkg,2005,2005-11-11,2005-11-11,3.00000000,3.00000000
4209,US-Bkg,2006,2006-03-03,2006-03-03,3.40000000,3.40000000
4210,US-Bkg,2006,2006-04-04,2006-03-31,4.30000000,8.80000000
4211,US-Bkg,2006,2006-05-22,2006-05-19,5.50000000,3.80000000
4212,US-Bkg,2006,2006-06-15,2006-06-09,7.40000000,10.00000000
4213,US-Bkg,2006,2006-07-17,2006-07-14,5.10000000,3.80000000
4214,US-Bkg,2006,2006-08-02,2006-07-28,1.70000000,3.70000000
4215,US-Bkg,2006,2006-08-10,2006-08-04,4.00000000,5.90000000
4216,US-Bkg,2006,2006-10-05,2006-09-29,4.10000000,4.50000000
4217,US-Bkg,2006,2006-10-13,2006-10-13,8.00000000,8.00000000
4218,US-Bkg,2006,2006-10-29,2006-10-27,3.70000000,4.80000000
4219,US-Bkg,2006,2006-11-06,2006-11-03,3.50000000,4.50000000
4220,US-Bkg,2006,2006-11-30,2006-11-24,3.00000000,3.70000000
4221,US-Bkg,2006,2006-12-16,2006-12-15,4.80000000,5.30000000
4222,US-Bkg,2007,2007-04-07,2007-04-07,6.50000000,6.50000000
4223,US-Bkg,2007,2007-04-15,2007-04-14,2.80000000,3.00000000
4224,US-Bkg,2007,2007-05-01,2007-04-28,5.00000000,4.80000000
4225,US-Bkg,2007,2007-05-09,2007-05-05,3.00000000,10.10000000
4226,US-Bkg,2007,2007-05-17,2007-05-12,6.00000000,5.60000000
4227,US-Bkg,2007,2007-05-25,2007-05-19,6.30000000,3.40000000
4228,US-Bkg,2007,2007-06-10,2007-06-09,4.10000000,4.90000000
4229,US-Bkg,2007,2007-07-20,2007-07-14,4.90000000,4.50000000
4230,US-Bkg,2007,2007-08-13,2007-08-11,5.70000000,4.50000000
4231,US-Bkg,2007,2007-08-29,2007-08-25,2.60000000,2.60000000
4232,US-Bkg,2007,2007-09-22,2007-09-22,6.30000000,6.30000000
4233,US-Bkg,2007,2007-10-24,2007-10-20,3.10000000,3.30000000
4234,US-Bkg,2007,2007-11-25,2007-11-24,5.50000000,5.40000000
4235,US-Bkg,2008,2008-02-29,2008-02-29,4.90000000,4.90000000
4236,US-Bkg,2008,2008-04-09,2008-04-04,4.30000000,4.60000000
4237,US-Bkg,2008,2008-05-03,2008-05-02,6.50000000,8.50000000
4238,US-Bkg,2008,2008-05-11,2008-05-09,4.30000000,3.00000000
4239,US-Bkg,2008,2008-05-19,2008-05-16,5.50000000,5.10000000
4240,US-Bkg,2008,2008-06-20,2008-06-20,4.10000000,4.10000000
4241,US-Bkg,2008,2008-07-14,2008-07-11,4.20000000,7.30000000
4242,US-Bkg,2008,2008-08-07,2008-08-01,2.50000000,2.50000000
4243,US-Bkg,2008,2008-08-15,2008-08-15,2.00000000,2.00000000
4244,US-Bkg,2008,2008-08-23,2008-08-22,4.50000000,7.70000000
4245,US-Bkg,2008,2008-08-31,2008-08-29,10.00000000,4.40000000
4246,US-Bkg,2008,2008-09-16,2008-09-12,3.30000000,2.50000000
4247,US-Bkg,2008,2008-09-24,2008-09-19,2.90000000,5.30000000
4248,US-Bkg,2008,2008-10-10,2008-10-10,5.30000000,5.30000000
4249,US-Bkg,2008,2008-10-26,2008-10-24,11.40000000,2.40000000
4250,US-Bkg,2008,2008-11-03,2008-10-31,5.80000000,3.80000000
4251,US-Bkg,2008,2008-11-27,2008-11-21,5.80000000,5.20000000
4252,US-Bkg,2009,2009-03-19,2009-03-19,3.80000000,3.80000000
4253,US-Bkg,2009,2009-03-27,2009-03-26,4.70000000,6.40000000
4254,US-Bkg,2009,2009-05-30,2009-05-28,3.90000000,2.80000000
4255,US-Bkg,2009,2009-07-01,2009-06-25,3.20000000,3.30000000
4256,US-Bkg,2009,2009-07-09,2009-07-09,5.70000000,5.70000000
4257,US-Bkg,2009,2009-08-18,2009-08-13,4.70000000,3.30000000
4258,US-Bkg,2009,2009-09-19,2009-09-17,4.50000000,1.80000000
4259,US-Bkg,2009,2009-09-27,2009-09-24,9.50000000,3.00000000
4260,US-Bkg,2009,2009-11-30,2009-11-26,4.70000000,3.30000000
4261,US-Blk,2004,2004-02-21,2004-02-21,1.80000000,1.80000000
4262,US-Blk,2004,2004-02-22,2004-02-21,1.60000000,1.80000000
4263,US-Blk,2004,2004-03-24,2004-03-20,4.00000000,5.20000000
4264,US-Blk,2004,2004-03-25,2004-03-20,5.00000000,5.20000000
4265,US-Blk,2004,2004-04-01,2004-03-27,3.40000000,7.40000000
4266,US-Blk,2004,2004-04-17,2004-04-17,6.60000000,6.60000000
4267,US-Blk,2004,2004-04-26,2004-04-24,4.80000000,6.00000000
4268,US-Blk,2004,2004-05-03,2004-05-01,6.10000000,5.40000000
4269,US-Blk,2004,2004-06-05,2004-06-05,4.10000000,4.10000000
4270,US-Blk,2004,2004-06-12,2004-06-12,4.10000000,4.10000000
4271,US-Blk,2004,2004-06-28,2004-06-26,2.90000000,1.50000000
4272,US-Blk,2004,2004-07-07,2004-07-03,3.90000000,2.70000000
4273,US-Blk,2004,2004-07-14,2004-07-10,3.20000000,3.40000000
4274,US-Blk,2004,2004-08-08,2004-08-07,6.20000000,2.70000000
4275,US-Blk,2004,2004-08-31,2004-08-28,2.60000000,3.40000000
4276,US-Blk,2004,2004-09-01,2004-08-28,6.20000000,3.40000000
4277,US-Blk,2004,2004-11-19,2004-11-13,5.30000000,6.90000000
4278,US-Blk,2004,2004-11-27,2004-11-27,3.50000000,3.50000000
4279,US-Blk,2004,2004-12-06,2004-12-04,2.40000000,3.80000000
4280,US-Blk,2004,2004-12-13,2004-12-11,4.10000000,5.50000000
4281,US-Blk,2004,2004-12-14,2004-12-11,4.80000000,5.50000000
4282,US-Blk,2005,2005-01-22,2005-01-22,5.50000000,5.50000000
4283,US-Blk,2005,2005-01-23,2005-01-22,4.40000000,5.50000000
4284,US-Blk,2005,2005-01-31,2005-01-29,3.30000000,1.90000000
4285,US-Blk,2005,2005-02-23,2005-02-19,4.30000000,2.70000000
4286,US-Blk,2005,2005-02-24,2005-02-19,3.80000000,2.70000000
4287,US-Blk,2005,2005-03-03,2005-02-26,3.60000000,4.30000000
4288,US-Blk,2005,2005-03-04,2005-02-26,3.80000000,4.30000000
4289,US-Blk,2005,2005-03-11,2005-03-05,7.40000000,2.20000000
4290,US-Blk,2005,2005-03-12,2005-03-12,8.10000000,8.10000000
4291,US-Blk,2005,2005-03-19,2005-03-19,4.40000000,4.40000000
4292,US-Blk,2005,2005-03-27,2005-03-26,4.20000000,3.30000000
4293,US-Blk,2005,2005-04-12,2005-04-09,5.50000000,5.90000000
4294,US-Blk,2005,2005-04-13,2005-04-09,5.90000000,5.90000000
4295,US-Blk,2005,2005-05-06,2005-04-30,5.00000000,6.50000000
4296,US-Blk,2005,2005-05-14,2005-05-14,3.90000000,3.90000000
4297,US-Blk,2005,2005-05-15,2005-05-14,3.80000000,3.90000000
4298,US-Blk,2005,2005-05-22,2005-05-21,2.80000000,6.40000000
4299,US-Blk,2005,2005-05-23,2005-05-21,5.20000000,6.40000000
4300,US-Blk,2005,2005-06-15,2005-06-11,4.20000000,2.20000000
4301,US-Blk,2005,2005-06-16,2005-06-11,3.60000000,2.20000000
4302,US-Blk,2005,2005-07-02,2005-07-02,3.90000000,3.90000000
4303,US-Blk,2005,2005-07-09,2005-07-09,6.50000000,6.50000000
4304,US-Blk,2005,2005-07-10,2005-07-09,3.90000000,6.50000000
4305,US-Blk,2005,2005-07-18,2005-07-16,4.00000000,7.40000000
4306,US-Blk,2005,2005-08-11,2005-08-06,2.60000000,2.50000000
4307,US-Blk,2005,2005-08-26,2005-08-20,3.00000000,2.40000000
4308,US-Blk,2005,2005-08-27,2005-08-27,3.80000000,3.80000000
4309,US-Blk,2005,2005-09-11,2005-09-10,2.70000000,5.50000000
4310,US-Blk,2005,2005-09-12,2005-09-10,3.70000000,5.50000000
4311,US-Blk,2005,2005-09-27,2005-09-24,3.50000000,4.60000000
4312,US-Blk,2005,2005-09-28,2005-09-24,5.30000000,4.60000000
4313,US-Blk,2005,2005-10-13,2005-10-08,3.70000000,4.10000000
4314,US-Blk,2005,2005-10-30,2005-10-29,3.80000000,2.70000000
4315,US-Blk,2005,2005-11-06,2005-11-05,4.40000000,1.90000000
4316,US-Blk,2005,2005-11-07,2005-11-05,3.50000000,1.90000000
4317,US-Blk,2005,2005-11-22,2005-11-19,5.20000000,7.50000000
4318,US-Blk,2006,2006-01-09,2006-01-09,4.20000000,4.20000000
4319,US-Blk,2006,2006-01-18,2006-01-16,3.90000000,9.20000000
4320,US-Blk,2006,2006-01-25,2006-01-23,5.10000000,5.80000000
4321,US-Blk,2006,2006-01-26,2006-01-23,4.90000000,5.80000000
4322,US-Blk,2006,2006-02-03,2006-01-30,4.10000000,4.30000000
4323,US-Blk,2006,2006-03-06,2006-03-06,5.10000000,5.10000000
4324,US-Blk,2006,2006-03-31,2006-03-27,5.00000000,6.00000000
4325,US-Blk,2006,2006-04-16,2006-04-10,4.10000000,4.40000000
4326,US-Blk,2006,2006-05-17,2006-05-15,3.60000000,2.60000000
4327,US-Blk,2006,2006-05-18,2006-05-15,3.90000000,2.60000000
4328,US-Blk,2006,2006-05-25,2006-05-22,3.30000000,6.30000000
4329,US-Blk,2006,2006-05-26,2006-05-22,7.10000000,6.30000000
4330,US-Blk,2006,2006-06-11,2006-06-05,2.90000000,5.50000000
4331,US-Blk,2006,2006-06-26,2006-06-26,3.10000000,3.10000000
4332,US-Blk,2006,2006-07-05,2006-07-03,5.20000000,2.50000000
4333,US-Blk,2006,2006-07-12,2006-07-10,6.10000000,4.50000000
4334,US-Blk,2006,2006-07-13,2006-07-10,5.60000000,4.50000000
4335,US-Blk,2006,2006-07-28,2006-07-24,4.50000000,2.10000000
4336,US-Blk,2006,2006-07-29,2006-07-24,4.60000000,2.10000000
4337,US-Blk,2006,2006-08-05,2006-07-31,4.30000000,5.60000000
4338,US-Blk,2006,2006-08-21,2006-08-21,3.90000000,3.90000000
4339,US-Blk,2006,2006-08-29,2006-08-28,5.90000000,3.00000000
4340,US-Blk,2006,2006-08-30,2006-08-28,5.80000000,3.00000000
4341,US-Blk,2006,2006-09-06,2006-09-04,2.20000000,3.60000000
4342,US-Blk,2006,2006-09-07,2006-09-04,3.00000000,3.60000000
4343,US-Blk,2006,2006-09-14,2006-09-11,4.90000000,2.80000000
4344,US-Blk,2006,2006-09-30,2006-09-25,4.10000000,3.70000000
4345,US-Blk,2006,2006-10-01,2006-09-25,2.80000000,3.70000000
4346,US-Blk,2006,2006-10-24,2006-10-23,3.10000000,3.10000000
4347,US-Blk,2006,2006-10-25,2006-10-23,3.70000000,3.10000000
4348,US-Blk,2006,2006-11-01,2006-10-30,4.30000000,7.30000000
4349,US-Blk,2006,2006-11-02,2006-10-30,2.80000000,7.30000000
4350,US-Blk,2006,2006-11-25,2006-11-20,2.40000000,6.10000000
4351,US-Blk,2006,2006-11-26,2006-11-20,2.30000000,6.10000000
4352,US-Blk,2006,2006-12-03,2006-11-27,4.30000000,6.60000000
4353,US-Blk,2006,2006-12-11,2006-12-11,2.70000000,2.70000000
4354,US-Blk,2006,2006-12-19,2006-12-18,4.50000000,3.70000000
4355,US-Blk,2007,2007-03-18,2007-03-18,5.20000000,5.20000000
4356,US-Blk,2007,2007-03-25,2007-03-25,3.20000000,3.20000000
4357,US-Blk,2007,2007-03-26,2007-03-25,5.00000000,3.20000000
4358,US-Blk,2007,2007-07-07,2007-07-01,4.10000000,4.00000000
4359,US-Blk,2007,2007-07-08,2007-07-08,4.00000000,4.00000000
4360,US-Blk,2007,2007-07-15,2007-07-15,2.10000000,2.10000000
4361,US-Blk,2007,2007-07-23,2007-07-22,4.10000000,2.90000000
4362,US-Blk,2007,2007-07-24,2007-07-22,5.90000000,2.90000000
4363,US-Blk,2007,2007-07-31,2007-07-29,4.40000000,3.00000000
4364,US-Blk,2007,2007-08-08,2007-08-05,4.00000000,3.00000000
4365,US-Blk,2007,2007-08-09,2007-08-05,2.10000000,3.00000000
4366,US-Blk,2007,2007-08-17,2007-08-12,6.10000000,5.20000000
4367,US-Blk,2007,2007-08-25,2007-08-19,3.80000000,4.00000000
4368,US-Blk,2007,2007-09-01,2007-08-26,4.30000000,3.60000000
4369,US-Blk,2007,2007-09-10,2007-09-09,3.40000000,2.10000000
4370,US-Blk,2007,2007-09-25,2007-09-23,3.20000000,5.20000000
4371,US-Blk,2007,2007-09-26,2007-09-23,4.70000000,5.20000000
4372,US-Blk,2007,2007-10-03,2007-09-30,5.30000000,6.30000000
4373,US-Blk,2007,2007-10-04,2007-09-30,4.50000000,6.30000000
4374,US-Blk,2007,2007-10-27,2007-10-21,3.20000000,8.00000000
4375,US-Blk,2007,2007-11-05,2007-11-04,6.50000000,5.60000000
4376,US-Blk,2007,2007-11-12,2007-11-11,4.90000000,3.60000000
4377,US-Blk,2008,2008-04-04,2008-04-04,4.30000000,4.30000000
4378,US-Blk,2008,2008-04-05,2008-04-04,3.40000000,4.30000000
4379,US-Blk,2008,2008-04-21,2008-04-18,3.40000000,3.20000000
4380,US-Blo,2003,2003-10-07,2003-10-07,2.00000000,2.00000000
4381,US-Blo,2003,2003-10-14,2003-10-14,2.00000000,2.00000000
4382,US-Blo,2003,2003-10-15,2003-10-14,2.70000000,2.00000000
4383,US-Blo,2003,2003-10-22,2003-10-21,2.90000000,2.10000000
4384,US-Blo,2003,2003-10-23,2003-10-21,3.70000000,2.10000000
4385,US-Blo,2003,2003-12-02,2003-12-02,2.40000000,2.40000000
4386,US-Blo,2004,2004-03-15,2004-03-15,3.90000000,3.90000000
4387,US-Blo,2004,2004-03-22,2004-03-22,2.10000000,2.10000000
4388,US-Blo,2004,2004-03-23,2004-03-22,2.80000000,2.10000000
4389,US-Blo,2004,2004-04-07,2004-04-05,2.60000000,3.20000000
4390,US-Blo,2004,2004-04-08,2004-04-05,2.40000000,3.20000000
4391,US-Blo,2004,2004-04-24,2004-04-19,2.10000000,4.30000000
4392,US-Blo,2004,2004-05-25,2004-05-24,2.40000000,2.20000000
4393,US-Blo,2004,2004-05-26,2004-05-24,2.30000000,2.20000000
4394,US-Blo,2004,2004-06-10,2004-06-07,2.10000000,3.50000000
4395,US-Blo,2004,2004-06-11,2004-06-07,1.80000000,3.50000000
4396,US-Blo,2004,2004-06-18,2004-06-14,2.50000000,3.40000000
4397,US-Blo,2004,2004-06-19,2004-06-14,2.00000000,3.40000000
4398,US-Blo,2004,2004-06-26,2004-06-21,2.60000000,1.90000000
4399,US-Blo,2004,2004-06-27,2004-06-21,1.90000000,1.90000000
4400,US-Blo,2004,2004-07-05,2004-07-05,2.00000000,2.00000000
4401,US-Blo,2004,2004-07-12,2004-07-12,3.30000000,3.30000000
4402,US-Blo,2004,2004-07-13,2004-07-12,2.90000000,3.30000000
4403,US-Blo,2004,2004-07-20,2004-07-19,2.40000000,3.20000000
4404,US-Blo,2004,2004-07-21,2004-07-19,2.20000000,3.20000000
4405,US-Blo,2004,2004-07-28,2004-07-26,2.30000000,2.70000000
4406,US-Blo,2004,2004-08-06,2004-08-02,2.80000000,3.00000000
4407,US-Blo,2004,2004-08-13,2004-08-09,3.30000000,1.90000000
4408,US-Blo,2004,2004-08-14,2004-08-09,3.40000000,1.90000000
4409,US-Blo,2004,2004-08-29,2004-08-23,2.60000000,3.00000000
